NAME,CODE,OPEN,HIGH,LOW,CLOSE
CANFIN HOMES,511196, 537.85, 537.9, 530.9, 532.4
ECLERX      ,532927, 1241.7, 1324.0, 1234.35, 1296.85
ONWARD TECHN,517536, 115.45, 116.4, 112.0, 113.6
TFFSP1C     ,542696, 12.62, 12.62, 12.62, 12.62
WHIRLPOOL   ,500238, 2238.8, 2238.8, 2156.3, 2177.0
TEXMO PIPES ,533164, 29.2, 29.95, 28.05, 28.8
DYNAMIC     ,540795, 28.0, 29.1, 27.05, 28.75
GOKALDAS    ,532630, 90.5, 98.2, 90.0, 94.45
BYKE HOSP   ,531373, 22.75, 22.75, 19.7, 19.95
UV DER HORST,522091, 18.8, 18.8, 18.8, 18.8
RBLBANK     ,540065, 179.45, 186.75, 179.45, 184.2
TRIO MERCAN ,534755, 3.25, 3.25, 3.08, 3.13
RTNPOWER    ,533122, 2.99, 3.08, 2.9, 2.92
NIFTYEES    ,539142, 17856.0, 19092.0, 17856.0, 19092.0
SGBOCT28    ,800328, 4711.0, 4745.0, 4711.0, 4745.0
POOJA ENT   ,532011, 67.65, 67.65, 62.2, 63.3
1015UPPCL25 ,957807, 1043500.0, 1043500.0, 1043500.0, 1043500.0
SOMA TEXTILE,521034, 5.59, 5.59, 5.34, 5.34
APOLLO FIN I,512437, 267.0, 277.65, 250.0, 270.8
RELTD       ,504341, 32.75, 33.45, 31.25, 32.05
INDIAN BANK ,532814, 117.5, 117.5, 113.4, 114.35
VAKRANGEE   ,511431, 50.5, 51.45, 50.5, 50.8
MINERAL&METL,513377, 42.1, 43.25, 42.1, 42.55
BHARAT RA(PS,590021, 11401.05, 12291.05, 11401.05, 11848.2
CIFL        ,530879, 106.0, 106.0, 102.0, 104.85
JTEKTINDIA  ,520057, 82.8, 82.9, 81.5, 81.7
RISHABH DIGH,531539, 20.8, 20.8, 20.6, 20.8
VELJAN      ,505232, 720.0, 726.0, 712.5, 715.0
TRIL        ,532928, 19.05, 22.1, 18.8, 20.95
PRSMJOHNSN  ,500338, 135.0, 135.0, 130.5, 133.05
ALEXANDER   ,511463, 16.9, 16.9, 16.2, 16.75
SCANDENT    ,516110, 18.0, 18.25, 17.25, 18.25
TATAMTRTDVR ,570001, 127.5, 127.8, 125.8, 126.2
CENTRUM CAP ,501150, 29.5, 31.2, 28.8, 30.3
OPTO CIRCUIT,532391, 4.3, 4.74, 4.3, 4.74
SUPERTEX IND,526133, 4.8, 5.08, 4.65, 5.07
REL.CAP.    ,500111, 10.49, 10.6, 10.33, 10.54
CESC LTD.   ,500084, 615.45, 635.05, 615.45, 632.85
PANCH.STEEL ,513511, 50.0, 51.9, 48.0, 51.9
CHORDIA FOOD,519475, 112.0, 112.0, 109.0, 111.9
HUIL        ,539984, 3245.0, 3245.0, 3054.05, 3227.15
ARROWGREEN  ,516064, 74.9, 74.9, 71.75, 74.75
POWERINDIA  ,543187, 1811.0, 1842.25, 1700.5, 1752.85
BELLACASA   ,539399, 114.4, 114.4, 114.0, 114.4
RPG LIFESCI ,532983, 454.0, 461.95, 447.7, 450.3
SACHETA MET.,531869, 15.7, 15.7, 15.1, 15.2
KUSHIND     ,514240, 1.52, 1.52, 1.52, 1.52
VTM LTD     ,532893, 24.8, 24.85, 23.75, 24.4
SSPDL LTD   ,530821, 15.6, 15.65, 15.6, 15.65
KABRA EXTR  ,524109, 168.0, 172.2, 163.6, 166.4
RTNINDIA    ,534597, 12.22, 12.24, 11.15, 11.56
DELTA CORP  ,532848, 151.0, 152.65, 148.0, 148.85
925AHFL23   ,936316, 1012.0, 1020.0, 1012.0, 1013.0
SURANATP    ,517530, 4.3, 4.3, 4.14, 4.17
ASRL        ,541865, 53.0, 53.55, 51.0, 51.15
BAMBINO AGRO,519295, 223.8, 223.8, 214.0, 217.25
AAREY DRUGS ,524412, 30.7, 30.8, 29.75, 30.25
ARIHANT CAP.,511605, 74.95, 75.95, 71.35, 74.25
DIXON       ,540699, 4147.9, 4208.9, 4060.0, 4114.25
BASF INDIA  ,500042, 2309.65, 2380.0, 2289.7, 2317.0
AGCNET      ,500463, 1606.5, 1606.5, 1553.0, 1556.6
SRD         ,542232, 56.0, 57.0, 51.2, 52.15
FLUIDOMAT   ,522017, 86.5, 87.9, 86.0, 87.25
ASHNOOR TEX.,507872, 15.53, 15.54, 15.53, 15.54
GLAXOSMITH  ,500660, 1465.9, 1498.0, 1453.0, 1467.05
BARODA EXTR.,513502, 0.77, 0.77, 0.76, 0.76
SFL         ,540203, 2024.25, 2036.85, 2012.85, 2034.1
GUJ.PETRO   ,506858, 37.5, 37.5, 37.5, 37.5
APTECH LTD  ,532475, 204.0, 213.5, 204.0, 205.1
GOODLUCK    ,530655, 95.0, 96.0, 90.05, 91.85
ANUH PHARMA ,506260, 144.35, 144.5, 138.1, 143.6
HITTCO TOOLS,531661, 3.13, 3.16, 3.12, 3.15
TCI FINANCE ,501242, 4.66, 4.89, 4.66, 4.89
SPARC SYSTEM,531370, 4.67, 4.67, 4.24, 4.49
ASTEC LIFE  ,533138, 1100.05, 1165.05, 1098.35, 1150.3
INDIA GELAT.,531253, 95.65, 95.85, 93.5, 95.1
NALIN LEASE ,531212, 20.7, 22.2, 20.7, 22.2
TMRVL       ,540210, 12.0, 12.0, 11.31, 11.57
ANJANI FINL ,531878, 6.84, 6.84, 6.84, 6.84
WONDERLA    ,538268, 189.0, 202.0, 177.0, 185.25
REXNORD ELE.,531888, 36.45, 36.7, 34.05, 35.05
CNI RES LTD ,512018, 1.53, 1.65, 1.53, 1.53
DANUBE      ,540361, 20.25, 22.0, 20.25, 21.15
NALWA SONS  ,532256, 1484.0, 1530.0, 1484.0, 1525.0
MOHOTAIND   ,530047, 6.45, 6.45, 6.24, 6.28
MCLOUD      ,538891, 63.8, 63.9, 61.7, 62.55
EUROTEX IND ,521014, 7.08, 7.08, 7.08, 7.08
PROGREXV    ,531265, 5.25, 5.25, 5.25, 5.25
ARIHANT FOUN,531381, 18.1, 18.1, 18.1, 18.1
PANAFIC     ,538860, 0.21, 0.22, 0.21, 0.22
TILAK       ,503663, 2.79, 2.81, 2.55, 2.56
INNO INVEST ,533315, 7.0, 7.1, 6.53, 6.99
GALAXYSURF  ,540935, 2855.0, 2984.95, 2817.4, 2890.85
VAMA INDS   ,512175, 7.45, 7.45, 6.93, 7.16
SURAT TEXT. ,530185, 3.54, 3.56, 3.42, 3.54
SH.STEEL WIR,513488, 23.65, 23.65, 19.05, 22.9
948JFPL25   ,937145, 1045.0, 1045.0, 1045.0, 1045.0
ANSALHSG    ,507828, 5.09, 5.2, 5.0, 5.07
KAMADGIRI   ,514322, 27.0, 28.0, 26.05, 27.0
CREDITACC   ,541770, 613.6, 618.75, 587.0, 600.7
SUPREME HO  ,530677, 17.9, 17.9, 15.55, 16.2
MAWANA SUGAR,523371, 47.0, 49.4, 46.3, 49.4
UNISON      ,538610, 22.0, 22.2, 22.0, 22.2
MFLI24      ,937349, 985.0, 985.0, 931.06, 931.06
FILATEX INDI,526227, 87.55, 93.3, 86.35, 88.8
GCKL        ,506186, 13.35, 14.05, 13.3, 14.05
1015STFC21  ,935132, 1061.01, 1089.1, 1061.01, 1089.1
CHEMCON     ,543233, 434.45, 436.15, 425.1, 429.5
KRIFILIND   ,500248, 3.29, 3.29, 3.29, 3.29
TRIVENI ENGG,532356, 128.0, 136.0, 128.0, 132.75
NECTAR LIFE ,532649, 24.75, 26.95, 24.75, 26.0
ROOPA INDUS ,530991, 11.05, 11.05, 11.05, 11.05
KESAR PETRO ,524174, 5.19, 5.26, 4.91, 5.16
CBPL        ,542934, 50.0, 50.0, 49.0, 49.5
VBL         ,540180, 1025.0, 1026.75, 995.6, 1000.2
GALLISPAT   ,533265, 46.25, 46.95, 44.2, 45.65
KINETIC ENG.,500240, 40.7, 40.7, 39.45, 40.0
INTEGRA TELE,536868, 35.0, 35.4, 35.0, 35.4
BINNY LTD.  ,514215, 109.85, 109.85, 103.0, 103.7
BAJAJHCARE  ,539872, 614.4, 619.0, 552.65, 587.4
AGIO PAPER  ,516020, 2.25, 2.25, 2.09, 2.09
POLSON LTD. ,507645, 9499.95, 9499.95, 9200.0, 9210.7
TERASOFTWARE,533982, 38.5, 39.75, 37.1, 37.95
VARDHMAN POL,514175, 18.7, 18.8, 18.1, 18.15
KMC SHIL    ,524520, 43.4, 45.95, 43.2, 45.95
ROYALORCH   ,532699, 62.0, 62.25, 61.0, 61.2
GALAXY BEAR.,526073, 190.0, 196.0, 189.75, 190.15
LANCER      ,539841, 72.35, 75.55, 71.0, 74.35
GOLDIAM INT.,526729, 378.4, 378.4, 371.5, 375.8
GODFREY PH  ,500163, 868.0, 875.0, 858.0, 864.75
DYNAMIC PORT,530779, 6.88, 6.88, 6.25, 6.25
SUNPHA ADV  ,532872, 171.95, 187.8, 171.35, 185.5
CORAL LAB.  ,524506, 418.1, 438.0, 406.15, 421.85
LODHA       ,543287, 590.0, 611.25, 587.2, 605.65
PNB13FEB15  ,951695, 1035000.0, 1035000.0, 1035000.0, 1035000.0
EELK0K705A  ,957200, 132625.0, 132767.0, 132625.0, 132767.0
ARIH SUPER  ,506194, 58.5, 60.95, 58.05, 58.2
SADBHAV ENGG,532710, 62.85, 63.1, 62.2, 62.8
R.T.EXPORTS ,512565, 2.11, 2.11, 2.11, 2.11
YASHPAKKA   ,516030, 95.8, 97.05, 94.0, 95.85
KIMIABL     ,530313, 45.95, 46.0, 41.7, 44.85
REL COM LTD ,532712, 1.65, 1.66, 1.61, 1.63
GCM SECU    ,535431, 2.57, 2.57, 2.57, 2.57
TCFC FINANCE,532284, 27.0, 28.9, 27.0, 28.65
TRIVENITURB ,533655, 103.85, 106.85, 101.25, 101.6
PODDAR      ,523628, 165.0, 165.0, 165.0, 165.0
GRAVISS HOSP,509546, 13.34, 13.34, 13.34, 13.34
OMINFRAL    ,531092, 20.35, 20.85, 19.6, 20.0
RATNAMNI MET,520111, 1925.0, 1950.35, 1925.0, 1941.05
JUNIORBEES  ,590104, 366.0, 370.0, 366.0, 369.26
CLEDUCATE   ,540403, 85.9, 86.15, 85.0, 85.2
RADHA MADHAV,532692, 2.24, 2.24, 2.12, 2.12
SRF LIMITED ,503806, 6820.0, 6909.0, 6654.0, 6841.3
ARTSON ENG  ,522134, 46.95, 47.45, 44.75, 46.4
TIDE WATE(PS,590005, 4421.0, 4460.7, 4401.0, 4445.0
AHLUWALIA CO,532811, 292.0, 293.9, 289.55, 292.8
KINGSINFRA  ,530215, 23.9, 23.95, 22.8, 23.3
CORPOR COUR ,526737, 4.31, 4.51, 4.15, 4.17
ACTION CONST,532762, 143.1, 148.45, 143.0, 145.1
ADVIKCA     ,539773, 1.66, 1.66, 1.66, 1.66
SIMPLEX PAP ,533019, 2.07, 2.07, 2.07, 2.07
IOL CHEM PH ,524164, 600.5, 606.6, 591.1, 602.05
SPORTKING   ,539221, 1372.0, 1420.0, 1295.0, 1404.65
PUNJAB NATIO,532461, 38.1, 38.7, 37.15, 37.45
UCAL FUEL   ,500464, 139.05, 159.0, 139.0, 155.75
JUSTDIAL    ,535648, 840.0, 845.0, 813.15, 816.3
99EFL21     ,936708, 1085.0, 1090.0, 1085.0, 1090.0
HINDUS.ZI   ,500188, 291.0, 295.75, 287.15, 288.15
KILITCH DRUG,524500, 121.95, 130.75, 113.1, 130.75
HOMEFIRST   ,543259, 513.3, 539.95, 513.2, 533.3
AUTO AXLES  ,505010, 1004.7, 1060.0, 997.3, 1042.25
KALYANI FORG,513509, 189.0, 194.2, 186.85, 188.45
HIND.ORG.CHM,500449, 40.75, 40.75, 38.55, 39.3
JOINDRE CAPI,531861, 17.5, 18.25, 17.0, 17.9
SHREEVAT.FIN,532007, 3.88, 3.88, 3.66, 3.66
KACL        ,531780, 0.36, 0.36, 0.36, 0.36
ABFRLPP     ,890148, 147.5, 149.0, 137.4, 139.1
LINDEINDIA  ,523457, 1735.0, 1843.15, 1650.6, 1817.0
INFORMEDTEC ,504810, 30.5, 30.5, 30.5, 30.5
DALMIASUG   ,500097, 279.7, 291.5, 273.1, 283.65
ACEWIN      ,539570, 8.84, 8.84, 8.84, 8.84
BINDALAGRO  ,539290, 17.75, 17.95, 16.85, 17.0
SOMANY CRAM ,531548, 424.95, 430.3, 410.65, 422.35
ATHARV ENT  ,530187, 0.89, 0.97, 0.89, 0.89
SURANASOL   ,533298, 8.85, 9.2, 8.56, 9.12
S.I.PAPER   ,516108, 89.0, 90.0, 79.8, 81.5
PUNJ LLOYD  ,532693, 1.35, 1.38, 1.32, 1.34
HIND MILLS  ,509895, 279.95, 280.0, 255.25, 275.0
WORL        ,542667, 34.0, 39.4, 34.0, 36.1
JAIN IRRIG  ,500219, 19.45, 19.45, 18.65, 18.8
10GPG       ,543167, 3.82, 3.82, 3.82, 3.82
SRIPIPES    ,513605, 195.3, 198.0, 188.65, 192.8
LALPATHLAB  ,539524, 2870.0, 2886.3, 2828.0, 2835.2
GFLLIMITED  ,500173, 71.5, 72.9, 70.2, 70.35
CENTURYPLY  ,532548, 367.3, 375.0, 358.05, 361.3
SHAH FOOD(P),519031, 22.0, 22.0, 20.75, 20.9
RAUNAQEPC   ,537840, 19.7, 19.75, 19.7, 19.75
NAVIN FLUORI,532504, 3435.0, 3521.0, 3326.45, 3469.85
KAJARIA CER.,500233, 938.0, 938.0, 916.65, 923.8
LAKSHMI ELEC,504258, 300.05, 308.0, 295.0, 298.4
VEGETABLE   ,539132, 2.46, 2.46, 2.46, 2.46
REPCO HOME  ,535322, 342.0, 361.0, 342.0, 347.85
CIANAGRO    ,519477, 34.55, 36.25, 34.55, 34.55
MERCURYLAB  ,538964, 878.0, 878.0, 786.0, 825.0
BALAJI AMINE,530999, 2500.1, 2526.35, 2380.75, 2398.05
JSGLEASING  ,542866, 35.7, 35.7, 35.7, 35.7
GUJ.SIDH.CEM,518029, 36.15, 36.4, 35.3, 35.3
975MFL24AA  ,936730, 1050.0, 1050.0, 1049.99, 1049.99
MUTHOOT FIN ,533398, 1156.15, 1164.75, 1145.15, 1150.75
JIYAECO     ,539225, 5.04, 5.04, 4.68, 4.8
SAGARSOFT   ,540143, 85.0, 89.9, 84.0, 87.05
AEGIS LOGIS ,500003, 328.4, 332.65, 322.0, 326.85
FSL         ,532809, 123.95, 130.8, 122.6, 127.5
FINOL. CABLE,500144, 366.95, 366.95, 356.65, 361.05
AI CHAMPDNY ,532806, 10.6, 10.99, 10.6, 10.8
RODIUM      ,531822, 60.0, 64.0, 60.0, 64.0
SBGLP       ,543218, 70.0, 70.0, 70.0, 70.0
BAMPSL SECUR,531591, 3.59, 3.95, 3.59, 3.69
FEDERAL BANK,500469, 80.2, 81.1, 79.05, 80.05
IDFC        ,532659, 53.3, 55.7, 52.2, 52.5
NAHAR CAP   ,532952, 102.25, 103.0, 102.25, 103.0
SHEKHAWATI  ,533301, 0.44, 0.44, 0.4, 0.42
ONGC CORPN  ,500312, 112.15, 114.0, 110.5, 111.05
UNITD SPR   ,532432, 533.9, 545.05, 525.5, 542.1
SREIINFRA   ,523756, 6.9, 7.05, 6.85, 6.89
ORIENT TRADE,531512, 4.44, 4.44, 4.44, 4.44
UNISHIRE    ,537582, 1.45, 1.45, 1.44, 1.44
TITAGARH WAG,532966, 47.5, 47.5, 45.85, 45.95
GUJ COTEX   ,514386, 1.34, 1.34, 1.34, 1.34
PANACEA BIOT,531349, 341.75, 341.8, 319.0, 320.2
SABOO SODIUM,530461, 6.7, 6.7, 6.7, 6.7
MOD.INSUL.  ,515008, 42.25, 42.5, 40.15, 42.35
ACI INFOCOM ,517356, 0.3, 0.3, 0.3, 0.3
SEPOWER     ,534598, 4.0, 4.17, 3.9, 4.05
RICH UNV    ,530271, 5.23, 5.23, 5.23, 5.23
BCG         ,532368, 7.5, 7.6, 7.28, 7.4
ZEE NCPS    ,717503, 1.93, 1.94, 1.93, 1.93
SVPHOUSING  ,539041, 6.92, 6.93, 6.3, 6.93
RANA SUGARS ,507490, 13.87, 15.16, 13.5, 13.87
PI INDUS.LTD,523642, 2519.5, 2700.8, 2486.35, 2672.8
WIRES FABRIK,507817, 62.0, 62.0, 62.0, 62.0
SECURKLOUD  ,512161, 85.0, 85.7, 82.5, 84.95
BINNY MILLS ,535620, 59.25, 64.0, 59.25, 60.0
MKEXIM      ,538890, 33.45, 33.45, 30.0, 30.0
SURAJ PRODUC,518075, 36.6, 36.6, 35.9, 36.5
AMCO INDIA L,530133, 30.4, 31.5, 30.4, 30.5
MFSL        ,500271, 894.3, 906.65, 875.35, 888.95
SOLID CONT. ,502460, 30.25, 30.25, 30.25, 30.25
RK FORGINGS ,532527, 583.8, 583.8, 565.2, 573.0
TIRUPATI SAR,531814, 5.4, 5.49, 5.1, 5.41
VST TILLERS ,531266, 1800.0, 1865.2, 1798.75, 1817.5
HMT LTD.    ,500191, 26.0, 27.0, 25.65, 27.0
AMALGAMATED ,501622, 16.75, 16.75, 16.75, 16.75
EVEREADY (I),531508, 298.0, 300.0, 293.7, 295.55
DLCL        ,541299, 25.0, 26.25, 24.45, 24.45
INDOEURO    ,524458, 7.33, 7.61, 7.33, 7.61
RASHTR.CHEM.,524230, 74.8, 78.7, 74.3, 76.9
INTELL CAP  ,506134, 3.3, 3.3, 3.3, 3.3
INFOMEDIA   ,509069, 3.7, 3.94, 3.7, 3.86
TRANSGENE BI,526139, 4.77, 4.77, 4.61, 4.65
MEDICAMEN BI,531146, 491.95, 527.8, 486.0, 515.7
ASHIMA LTD. ,514286, 15.55, 16.2, 15.5, 15.95
CCL PRODUCTS,519600, 299.4, 310.0, 295.0, 306.75
KABSONS INDU,524675, 10.13, 10.13, 10.13, 10.13
SNL BEARINGS,505827, 208.75, 208.75, 190.5, 191.65
SMGOLD      ,542034, 31.2, 31.2, 31.2, 31.2
JCT LTD     ,500223, 1.0, 1.04, 0.95, 0.98
TVSELE      ,532513, 135.0, 139.9, 134.05, 135.4
BGR ENERGY  ,532930, 46.65, 47.3, 45.05, 45.8
RELIANCEPP  ,890147, 990.25, 999.95, 967.0, 977.7
PREMIER LTD ,500540, 2.38, 2.38, 2.38, 2.38
SASTASUNDR  ,533259, 163.0, 163.75, 157.05, 158.8
NURECA      ,543264, 1319.0, 1345.9, 1250.0, 1345.9
KANORIA CHEM,506525, 129.8, 129.8, 121.35, 123.3
THINKINK    ,539310, 32.75, 32.75, 30.2, 31.95
PIONEER EMB ,514300, 46.75, 47.5, 45.45, 45.75
COROM INTER ,506395, 726.9, 737.3, 725.0, 731.25
CELLA       ,532701, 6.09, 6.09, 5.66, 5.66
ISGEC       ,533033, 602.7, 609.0, 565.0, 573.7
ROLTA (I)   ,500366, 4.34, 4.34, 4.11, 4.14
HGINFRA     ,541019, 289.2, 289.2, 285.0, 285.75
SALZER ELEC ,517059, 123.5, 127.45, 121.95, 122.45
VALLABH STEL,513397, 10.38, 10.38, 10.38, 10.38
BLISSGVS PH ,506197, 103.0, 106.15, 102.9, 103.15
UGROCAP     ,511742, 101.2, 103.0, 85.2, 102.95
TANFAC IND. ,506854, 273.0, 281.95, 272.05, 274.55
ADITYA SPIN.,521141, 6.2, 6.51, 6.2, 6.51
NGL FINE CHM,524774, 1609.85, 1623.0, 1554.0, 1571.1
BFLYGANDHI  ,517421, 645.6, 655.0, 617.25, 630.1
SUDITI IND. ,521113, 14.0, 14.54, 13.59, 14.54
CRANES SOFTW,512093, 1.4, 1.4, 1.3, 1.4
SHUKRAPHAR  ,524632, 94.0, 94.0, 94.0, 94.0
HIMAT.SEIDE ,514043, 154.4, 158.8, 154.15, 156.55
ASHAPURA LTD,527001, 164.0, 166.9, 158.0, 158.65
PANCHSHEEL O,531726, 89.25, 97.0, 89.25, 90.6
IRB INFRA   ,532947, 105.1, 105.6, 102.5, 103.05
POLYTEX(P)  ,512481, 1.12, 1.12, 1.12, 1.12
DRHABEEB    ,539267, 38.75, 38.75, 38.75, 38.75
MUKESH BABU ,530341, 123.0, 123.0, 112.1, 112.2
PRINCEPIPE  ,542907, 551.0, 597.0, 545.3, 573.05
NETTLINX LTD,511658, 62.75, 62.75, 58.5, 61.7
RAJSH.SUGAR ,500354, 21.05, 21.9, 20.8, 21.7
CHANDRA PRAB,530309, 31.5, 32.5, 30.25, 31.0
PROVESTSER  ,540703, 8.55, 8.55, 8.55, 8.55
GALLAN METAL,532726, 57.5, 59.4, 56.95, 57.45
86LTFL24    ,937009, 1078.0, 1079.0, 1075.01, 1077.81
VMV         ,539222, 8.82, 8.84, 8.82, 8.84
CEREBRA INTE,532413, 49.75, 49.75, 48.55, 49.35
BH.IMMUN&BIO,524663, 49.0, 49.0, 47.1, 49.0
AJANTA SOYA ,519216, 83.95, 94.75, 80.5, 91.1
COSMO FERR. ,523100, 26.9, 27.25, 25.6, 25.6
DEEPENR     ,532760, 34.2, 41.4, 34.2, 41.4
NITTA GELA  ,506532, 180.1, 188.0, 180.1, 185.65
HGSL        ,532859, 1670.0, 1716.6, 1670.0, 1681.35
FREDUN      ,539730, 418.0, 430.85, 408.0, 427.25
ROYALE MANOR,526640, 15.75, 16.1, 15.05, 15.25
SHARDACROP  ,538666, 312.05, 315.4, 307.6, 312.2
RAJRAYON    ,530699, 0.22, 0.22, 0.2, 0.21
ICICINXT50  ,541809, 35.6, 36.2, 35.33, 36.03
SAIBABA     ,538557, 1.8, 1.89, 1.71, 1.88
KIC METALIKS,513693, 47.0, 48.7, 44.1, 47.4
VISIONCINE  ,526441, 0.64, 0.64, 0.59, 0.64
VOITH PAPER ,522122, 1099.0, 1100.0, 1066.1, 1071.25
RAGHUNATH TO,531552, 4.53, 4.53, 4.3, 4.3
STERL.TOOLS ,530759, 192.1, 193.0, 189.35, 191.95
MOHIT INDUS.,531453, 7.0, 7.25, 7.0, 7.25
CCL INTER   ,531900, 18.2, 18.2, 18.2, 18.2
SMARTLINK   ,532419, 86.1, 87.0, 85.3, 85.9
98EFIL25    ,937085, 970.05, 970.05, 970.05, 970.05
NOIDA-TOLL B,532481, 5.8, 5.96, 5.75, 5.92
ASHIRWAD CAP,512247, 3.85, 4.0, 3.83, 3.92
VISVEN      ,512064, 89.25, 89.25, 88.9, 88.9
KREBS BIOCHM,524518, 125.15, 133.0, 120.2, 121.05
SHIL        ,542905, 280.9, 289.95, 273.55, 285.45
BRITANIA IND,500825, 3434.5, 3457.9, 3434.5, 3451.3
875NHAI29   ,961826, 1295.0, 1295.0, 1295.0, 1295.0
IND.BANK MER,511473, 14.45, 14.45, 13.41, 13.67
ORIENT ABRAS,504879, 25.15, 26.1, 24.7, 25.9
OCTAVE      ,521062, 1.85, 1.85, 1.85, 1.85
IMEC        ,513295, 1.03, 1.03, 1.03, 1.03
VADILAL IND ,519156, 1018.95, 1044.75, 1008.85, 1038.8
DISH TV     ,532839, 11.97, 12.55, 11.49, 11.66
HIL         ,509675, 3437.6, 3454.1, 3380.0, 3418.15
STARLOG     ,520155, 14.5, 14.5, 13.05, 14.25
866IIFCL24C ,961820, 1214.0, 1214.0, 1214.0, 1214.0
ASIAN HTL E ,533227, 159.0, 160.0, 141.05, 148.5
NHPC        ,533098, 24.65, 24.9, 24.3, 24.4
0MFL25B     ,937115, 1125.0, 1130.0, 1125.0, 1130.0
MOLDTKPACK  ,533080, 455.0, 473.7, 455.0, 461.2
ATHENAGLO   ,517429, 34.75, 34.75, 34.75, 34.75
5PAISA      ,540776, 342.0, 348.0, 337.4, 339.1
DELTON CABLE,504240, 42.0, 42.85, 41.0, 41.75
751HUDCO28  ,961765, 1210.0, 1210.0, 1210.0, 1210.0
ROHIT FERRO ,532731, 2.15, 2.15, 2.15, 2.15
MIRC ELECT  ,500279, 14.7, 15.25, 14.39, 15.25
YASRAJ CONT.,530063, 2.6, 2.6, 2.6, 2.6
PSUBNKBEES  ,590108, 23.2, 23.72, 23.05, 23.33
NIEHSPJ     ,542845, 9.12, 9.12, 9.12, 9.12
BANAS FIN.  ,509053, 5.32, 5.42, 5.26, 5.31
SHEMAROO    ,538685, 99.0, 100.0, 95.75, 97.2
1015UPPCL26 ,957808, 1046666.0, 1046666.0, 1046666.0, 1046666.0
DOLPHIN MEDI,526504, 2.92, 2.92, 2.92, 2.92
SH.RAJES.PAP,516086, 1.39, 1.4, 1.39, 1.4
FCONSUMER   ,533400, 6.85, 6.85, 6.72, 6.79
DHANVARSHA  ,540268, 665.0, 680.0, 640.0, 673.45
AXISGOLD    ,533570, 40.81, 40.93, 40.51, 40.6
SEIL        ,539921, 155.0, 155.0, 155.0, 155.0
CHOLAHLDNG  ,504973, 570.15, 574.5, 568.4, 572.95
AUBANK      ,540611, 922.0, 952.0, 910.0, 942.0
FRETAIL     ,540064, 47.8, 49.0, 47.8, 47.8
DHANLXMI FAB,521151, 19.2, 19.2, 17.4, 18.8
SUNDARAMMUL ,533166, 1.19, 1.19, 1.16, 1.19
ADL         ,543231, 27.9, 29.6, 27.9, 29.6
SHILP GRAVUR,513709, 99.0, 108.6, 97.05, 104.35
PREM.AU.ELEC,517230, 6.99, 6.99, 6.99, 6.99
SKY INDUST. ,526479, 75.0, 76.4, 73.0, 76.4
SVAM SOFTWAR,523722, 2.15, 2.18, 2.15, 2.18
INDOCO REM  ,532612, 325.0, 348.0, 320.85, 345.45
CRESTCHEM LT,526269, 41.2, 41.2, 41.2, 41.2
POWER FINAN ,532810, 109.0, 110.0, 108.05, 109.2
ATHCON      ,539099, 5.6, 5.6, 5.12, 5.6
S.A.ENTERPR.,526477, 12.01, 12.01, 12.01, 12.01
INTEGRA ENG ,505358, 29.85, 30.5, 29.5, 30.25
RUBRA MEDICA,531099, 2.28, 2.3, 2.09, 2.09
GAGAN POLYCO,531196, 1.52, 1.52, 1.52, 1.52
AAL         ,542012, 109.0, 109.0, 105.0, 106.5
SIR SHADI LA,532879, 56.0, 59.0, 54.05, 57.05
REFNOL RESIN,530815, 34.75, 38.1, 34.5, 38.1
KESAR ENT.  ,507180, 73.3, 74.5, 68.1, 71.5
HILTON MET  ,532847, 10.59, 10.59, 10.4, 10.48
BALMER LAWRI,523319, 130.8, 130.8, 125.15, 126.45
0MHFL26     ,936959, 1360.0, 1370.0, 1127.11, 1365.2
MUNOTH FIN. ,531821, 17.45, 17.45, 17.45, 17.45
INDAG RUBBER,509162, 103.95, 105.7, 96.3, 98.6
JAY HIND SYN,514312, 4.1, 4.31, 4.1, 4.3
DVL         ,523736, 117.35, 118.15, 112.2, 114.2
BOROLTD     ,543212, 213.0, 215.0, 207.0, 208.95
KIRL.FERROUS,500245, 217.9, 229.9, 206.0, 219.3
E.COM INFOTE,531533, 13.0, 13.0, 12.7, 12.7
SUMICHEM    ,542920, 303.6, 303.6, 298.0, 299.45
JAI CORP LTD,512237, 89.0, 89.0, 86.8, 87.45
ECO BOARD IN,523732, 4.29, 4.29, 4.1, 4.1
20 MICRONS  ,533022, 38.5, 40.0, 37.8, 38.5
SAYAJI HOTEL,523710, 192.1, 197.95, 190.0, 196.65
IND TERRAIN ,533329, 28.4, 28.4, 27.15, 27.45
COMPETENT AU,531041, 134.7, 139.0, 134.65, 139.0
HUBTOWN     ,532799, 16.65, 16.65, 15.6, 15.7
IFCI010811D ,972657, 10985.0, 10985.0, 10985.0, 10985.0
UGAR SUGAR  ,530363, 26.0, 27.75, 25.25, 26.35
ACC LTD     ,500410, 1870.0, 1897.0, 1870.0, 1887.9
TIPSINDUSTR ,532375, 627.0, 627.0, 602.0, 618.5
GLOBUS SPR  ,533104, 331.9, 331.9, 326.2, 328.8
HIND.FLUROCA,524013, 8.73, 8.73, 8.05, 8.51
SRI NACHAMAI,521234, 12.5, 12.54, 12.49, 12.54
BERVIN INV. ,531340, 8.55, 9.45, 8.55, 9.45
SMPL        ,513414, 0.24, 0.24, 0.24, 0.24
